token,label,label_tag,id
בכלי,,O,1001325
אם,,O,1001325
היה,,O,1001325
הכלי,,O,1001325
צריך,,O,1001325
לו,,O,1001325
חייב,,O,1001325
אף,,O,1001325
על,,O,1001325
הכלי,,O,1001325
"ש""",,O,1001325
##מ,,O,1001325
אוכל,,O,1001325
שני,,O,1001325
זית,,O,1001325
##י,,O,1001325
חלב,,O,1001325
בהעלם,,O,1001325
אחת,,O,1001325
חייב,,O,1001325
שתים,,O,1001325
היינו,,O,1001325
סומ,,O,1001325
##כוס,,O,1001325
[SEP],10.0,O,1001325
,10.0,O,1001325
[CLS],10.0,O,1001326
והא,,O,1001326
בשבת,,B-BOK,1001326
(,,O,1001326
דף,,B-pCHP,1001326
"צ""ג",,B-CHP,1001326
עמוד,,B-pSCHP,1001326
ב',,B-SCHP,1001326
),,O,1001326
המוציא,,O,1001326
אוכלין,,O,1001326
בכלי,,O,1001326
אם,,O,1001326
היה,,O,1001326
הכלי,,O,1001326
צריך,,O,1001326
לו,,O,1001326
חייב,,O,1001326
אף,,O,1001326
על,,O,1001326
הכלי,,O,1001326
"ש""",,O,1001326
##מ,,O,1001326
אוכל,,O,1001326
שני,,O,1001326
זית,,O,1001326
##י,,O,1001326
חלב,,O,1001326
בהעלם,,O,1001326
אחת,,O,1001326
חייב,,O,1001326
שתים,,O,1001326
היינו,,O,1001326
סומ,,O,1001326
##כוס,,O,1001326
[SEP],10.0,O,1001326
,10.0,O,1001326
[CLS],10.0,O,1001327
והא,,O,1001327
בשבת,,B-BOK,1001327
(,,O,1001327
דף,,B-pCHP,1001327
"צ""ג",,B-CHP,1001327
עמוד,,B-pSCHP,1001327
ב',,B-SCHP,1001327
),,O,1001327
המוציא,,O,1001327
אוכלין,,O,1001327
בכלי,,O,1001327
אם,,O,1001327
היה,,O,1001327
הכלי,,O,1001327
צריך,,O,1001327
לו,,O,1001327
חייב,,O,1001327
אף,,O,1001327
על,,O,1001327
הכלי,,O,1001327
"ש""",,O,1001327
##מ,,O,1001327
אוכל,,O,1001327
שני,,O,1001327
זית,,O,1001327
##י,,O,1001327
חלב,,O,1001327
בהעלם,,O,1001327
אחת,,O,1001327
חייב,,O,1001327
שתים,,O,1001327
היינו,,O,1001327
סומ,,O,1001327
##כוס,,O,1001327
[SEP],10.0,O,1001327
,10.0,O,1001327
[CLS],10.0,O,1001328
והא,,O,1001328
בשבת,,B-BOK,1001328
(,,O,1001328
דף,,B-pCHP,1001328
"צ""ג",,B-CHP,1001328
עמוד,,B-pSCHP,1001328
ב',,B-SCHP,1001328
),,O,1001328
המוציא,,O,1001328
אוכלין,,O,1001328
בכלי,,O,1001328
אם,,O,1001328
היה,,O,1001328
הכלי,,O,1001328
צריך,,O,1001328
לו,,O,1001328
חייב,,O,1001328
אף,,O,1001328
על,,O,1001328
הכלי,,O,1001328
"ש""",,O,1001328
##מ,,O,1001328
אוכל,,O,1001328
שני,,O,1001328
זית,,O,1001328
##י,,O,1001328
חלב,,O,1001328
בהעלם,,O,1001328
אחת,,O,1001328
חייב,,O,1001328
שתים,,O,1001328
היינו,,O,1001328
סומ,,O,1001328
##כוס,,O,1001328
[SEP],10.0,O,1001328
,10.0,O,1001328
[CLS],10.0,O,1001329
והא,,O,1001329
בשבת,,B-BOK,1001329
(,,O,1001329
דף,,B-pCHP,1001329
"צ""ג",,B-CHP,1001329
עמוד,,B-pSCHP,1001329
ב',,B-SCHP,1001329
),,O,1001329
המוציא,,O,1001329
אוכלין,,O,1001329
בכלי,,O,1001329
אם,,O,1001329
היה,,O,1001329
הכלי,,O,1001329
צריך,,O,1001329
לו,,O,1001329
חייב,,O,1001329
אף,,O,1001329
על,,O,1001329
הכלי,,O,1001329
"ש""",,O,1001329
##מ,,O,1001329
אוכל,,O,1001329
שני,,O,1001329
זית,,O,1001329
##י,,O,1001329
חלב,,O,1001329
בהעלם,,O,1001329
אחת,,O,1001329
חייב,,O,1001329
שתים,,O,1001329
היינו,,O,1001329
סומ,,O,1001329
##כוס,,O,1001329
[SEP],10.0,O,1001329
,10.0,O,1001329
[CLS],10.0,O,1001330
והא,,O,1001330
בשבת,,B-BOK,1001330
(,,O,1001330
דף,,B-pCHP,1001330
"צ""ג",,B-CHP,1001330
עמוד,,B-pSCHP,1001330
ב',,B-SCHP,1001330
),,O,1001330
המוציא,,O,1001330
אוכלין,,O,1001330
בכלי,,O,1001330
אם,,O,1001330
היה,,O,1001330
הכלי,,O,1001330
צריך,,O,1001330
לו,,O,1001330
חייב,,O,1001330
אף,,O,1001330
על,,O,1001330
הכלי,,O,1001330
"ש""",,O,1001330
##מ,,O,1001330
אוכל,,O,1001330
שני,,O,1001330
זית,,O,1001330
##י,,O,1001330
חלב,,O,1001330
בהעלם,,O,1001330
אחת,,O,1001330
חייב,,O,1001330
שתים,,O,1001330
היינו,,O,1001330
סומ,,O,1001330
##כוס,,O,1001330
[SEP],10.0,O,1001330
,10.0,O,1001330
[CLS],10.0,O,1001331
והא,,O,1001331
בשבת,,B-BOK,1001331
(,,O,1001331
דף,,B-pCHP,1001331
"צ""ג",,B-CHP,1001331
עמוד,,B-pSCHP,1001331
ב',,B-SCHP,1001331
),,O,1001331
המוציא,,O,1001331
אוכלין,,O,1001331
בכלי,,O,1001331
אם,,O,1001331
היה,,O,1001331
הכלי,,O,1001331
צריך,,O,1001331
לו,,O,1001331
חייב,,O,1001331
אף,,O,1001331
על,,O,1001331
הכלי,,O,1001331
"ש""",,O,1001331
##מ,,O,1001331
אוכל,,O,1001331
שני,,O,1001331
זית,,O,1001331
##י,,O,1001331
חלב,,O,1001331
בהעלם,,O,1001331
אחת,,O,1001331
חייב,,O,1001331
שתים,,O,1001331
היינו,,O,1001331
סומ,,O,1001331
##כוס,,O,1001331
[SEP],10.0,O,1001331
,10.0,O,1001331
[CLS],10.0,O,1001332
והא,,O,1001332
בשבת,,B-BOK,1001332
(,,O,1001332
דף,,B-pCHP,1001332
"צ""ג",,B-CHP,1001332
עמוד,,B-pSCHP,1001332
ב',,B-SCHP,1001332
),,O,1001332
המוציא,,O,1001332
אוכלין,,O,1001332
בכלי,,O,1001332
אם,,O,1001332
היה,,O,1001332
הכלי,,O,1001332
צריך,,O,1001332
לו,,O,1001332
חייב,,O,1001332
אף,,O,1001332
על,,O,1001332
הכלי,,O,1001332
"ש""",,O,1001332
##מ,,O,1001332
אוכל,,O,1001332
שני,,O,1001332
זית,,O,1001332
##י,,O,1001332
חלב,,O,1001332
בהעלם,,O,1001332
אחת,,O,1001332
חייב,,O,1001332
שתים,,O,1001332
היינו,,O,1001332
סומ,,O,1001332
##כוס,,O,1001332
[SEP],10.0,O,1001332
,10.0,O,1001332
[CLS],10.0,O,1001333
והא,,O,1001333
בשבת,,B-BOK,1001333
(,,O,1001333
דף,,B-pCHP,1001333
"צ""ג",,B-CHP,1001333
עמוד,,B-pSCHP,1001333
ב',,B-SCHP,1001333
),,O,1001333
המוציא,,O,1001333
אוכלין,,O,1001333
בכלי,,O,1001333
אם,,O,1001333
היה,,O,1001333
הכלי,,O,1001333
צריך,,O,1001333
לו,,O,1001333
חייב,,O,1001333
אף,,O,1001333
על,,O,1001333
הכלי,,O,1001333
"ש""",,O,1001333
##מ,,O,1001333
אוכל,,O,1001333
שני,,O,1001333
זית,,O,1001333
##י,,O,1001333
חלב,,O,1001333
בהעלם,,O,1001333
אחת,,O,1001333
חייב,,O,1001333
שתים,,O,1001333
היינו,,O,1001333
סומ,,O,1001333
##כוס,,O,1001333
[SEP],10.0,O,1001333
,10.0,O,1001333
[CLS],10.0,O,1001334
והא,,O,1001334
בשבת,,B-BOK,1001334
(,,O,1001334
דף,,B-pCHP,1001334
"צ""ג",,B-CHP,1001334
עמוד,,B-pSCHP,1001334
ב',,B-SCHP,1001334
),,O,1001334
המוציא,,O,1001334
אוכלין,,O,1001334
בכלי,,O,1001334
אם,,O,1001334
היה,,O,1001334
הכלי,,O,1001334
צריך,,O,1001334
לו,,O,1001334
חייב,,O,1001334
אף,,O,1001334
על,,O,1001334
הכלי,,O,1001334
"ש""",,O,1001334
##מ,,O,1001334
אוכל,,O,1001334
שני,,O,1001334
זית,,O,1001334
##י,,O,1001334
חלב,,O,1001334
בהעלם,,O,1001334
אחת,,O,1001334
חייב,,O,1001334
שתים,,O,1001334
היינו,,O,1001334
סומ,,O,1001334
##כוס,,O,1001334
[SEP],10.0,O,1001334
,10.0,O,1001334
[CLS],10.0,O,1001335
והא,,O,1001335
בגיטין,,B-BOK,1001335
(,,O,1001335
פרק,,B-pCHP,1001335
ה',,B-CHP,1001335
עמוד,,B-pSCHP,1001335
א',,B-SCHP,1001335
),,O,1001335
במשי,,O,1001335
##יר,,O,1001335
חוץ,,O,1001335
מעבד,,O,1001335
וגוי,,O,1001335
שאין,,O,1001335
תופס,,O,1001335
##ין,,O,1001335
להם,,O,1001335
קידושין,,O,1001335
לא,,O,1001335
הוי,,O,1001335
שיור,,O,1001335
[SEP],10.0,O,1001335
,10.0,O,1001335
[CLS],10.0,O,1001336
והא,,O,1001336
בגיטין,,B-BOK,1001336
(,,O,1001336
פרק,,B-pCHP,1001336
ה',,B-CHP,1001336
עמוד,,B-pSCHP,1001336
א',,B-SCHP,1001336
),,O,1001336
במשי,,O,1001336
##יר,,O,1001336
חוץ,,O,1001336
מעבד,,O,1001336
וגוי,,O,1001336
שאין,,O,1001336
תופס,,O,1001336
##ין,,O,1001336
להם,,O,1001336
קידושין,,O,1001336
לא,,O,1001336
הוי,,O,1001336
שיור,,O,1001336
[SEP],10.0,O,1001336
,10.0,O,1001336
[CLS],10.0,O,1001337
והא,,O,1001337
בגיטין,,B-BOK,1001337
(,,O,1001337
פרק,,B-pCHP,1001337
ה',,B-CHP,1001337
עמוד,,B-pSCHP,1001337
א',,B-SCHP,1001337
),,O,1001337
במשי,,O,1001337
##יר,,O,1001337
חוץ,,O,1001337
מעבד,,O,1001337
וגוי,,O,1001337
שאין,,O,1001337
תופס,,O,1001337
##ין,,O,1001337
להם,,O,1001337
קידושין,,O,1001337
לא,,O,1001337
הוי,,O,1001337
שיור,,O,1001337
[SEP],10.0,O,1001337
,10.0,O,1001337
[CLS],10.0,O,1001338
והא,,O,1001338
בגיטין,,B-BOK,1001338
(,,O,1001338
פרק,,B-pCHP,1001338
ה',,B-CHP,1001338
עמוד,,B-pSCHP,1001338
א',,B-SCHP,1001338
),,O,1001338
במשי,,O,1001338
##יר,,O,1001338
חוץ,,O,1001338
מעבד,,O,1001338
וגוי,,O,1001338
שאין,,O,1001338
תופס,,O,1001338
##ין,,O,1001338
להם,,O,1001338
קידושין,,O,1001338
לא,,O,1001338
הוי,,O,1001338
שיור,,O,1001338
[SEP],10.0,O,1001338
,10.0,O,1001338
[CLS],10.0,O,1001339
והא,,O,1001339
בגיטין,,B-BOK,1001339
(,,O,1001339
פרק,,B-pCHP,1001339
ה',,B-CHP,1001339
עמוד,,B-pSCHP,1001339
א',,B-SCHP,1001339
),,O,1001339
במשי,,O,1001339
##יר,,O,1001339
חוץ,,O,1001339
מעבד,,O,1001339
וגוי,,O,1001339
שאין,,O,1001339
תופס,,O,1001339
##ין,,O,1001339
להם,,O,1001339
קידושין,,O,1001339
לא,,O,1001339
הוי,,O,1001339
שיור,,O,1001339
[SEP],10.0,O,1001339
,10.0,O,1001339
[CLS],10.0,O,1001340
והא,,O,1001340
בגיטין,,B-BOK,1001340
(,,O,1001340
פרק,,B-pCHP,1001340
ה',,B-CHP,1001340
עמוד,,B-pSCHP,1001340
א',,B-SCHP,1001340
),,O,1001340
במשי,,O,1001340
##יר,,O,1001340
חוץ,,O,1001340
מעבד,,O,1001340
וגוי,,O,1001340
שאין,,O,1001340
תופס,,O,1001340
##ין,,O,1001340
להם,,O,1001340
קידושין,,O,1001340
לא,,O,1001340
הוי,,O,1001340
שיור,,O,1001340
[SEP],10.0,O,1001340
,10.0,O,1001340
[CLS],10.0,O,1001341
והא,,O,1001341
בגיטין,,B-BOK,1001341
(,,O,1001341
פרק,,B-pCHP,1001341
ה',,B-CHP,1001341
עמוד,,B-pSCHP,1001341
א',,B-SCHP,1001341
),,O,1001341
במשי,,O,1001341
##יר,,O,1001341
חוץ,,O,1001341
מעבד,,O,1001341
וגוי,,O,1001341
שאין,,O,1001341
תופס,,O,1001341
##ין,,O,1001341
להם,,O,1001341
קידושין,,O,1001341
לא,,O,1001341
הוי,,O,1001341
שיור,,O,1001341
[SEP],10.0,O,1001341
,10.0,O,1001341
[CLS],10.0,O,1001342
והא,,O,1001342
בגיטין,,B-BOK,1001342
(,,O,1001342
פרק,,B-pCHP,1001342
ה',,B-CHP,1001342
עמוד,,B-pSCHP,1001342
א',,B-SCHP,1001342
),,O,1001342
במשי,,O,1001342
##יר,,O,1001342
חוץ,,O,1001342
מעבד,,O,1001342
וגוי,,O,1001342
שאין,,O,1001342
תופס,,O,1001342
##ין,,O,1001342
להם,,O,1001342
קידושין,,O,1001342
לא,,O,1001342
הוי,,O,1001342
שיור,,O,1001342
[SEP],10.0,O,1001342
,10.0,O,1001342
[CLS],10.0,O,1001343
והא,,O,1001343
בגיטין,,B-BOK,1001343
(,,O,1001343
פרק,,B-pCHP,1001343
ה',,B-CHP,1001343
עמוד,,B-pSCHP,1001343
א',,B-SCHP,1001343
),,O,1001343
במשי,,O,1001343
##יר,,O,1001343
חוץ,,O,1001343
מעבד,,O,1001343
וגוי,,O,1001343
שאין,,O,1001343
תופס,,O,1001343
##ין,,O,1001343
להם,,O,1001343
קידושין,,O,1001343
לא,,O,1001343
הוי,,O,1001343
שיור,,O,1001343
[SEP],10.0,O,1001343
,10.0,O,1001343
[CLS],10.0,O,1001344
והא,,O,1001344
בגיטין,,B-BOK,1001344
(,,O,1001344
פרק,,B-pCHP,1001344
ה',,B-CHP,1001344
עמוד,,B-pSCHP,1001344
א',,B-SCHP,1001344
),,O,1001344
במשי,,O,1001344
##יר,,O,1001344
חוץ,,O,1001344
מעבד,,O,1001344
וגוי,,O,1001344
שאין,,O,1001344
תופס,,O,1001344
##ין,,O,1001344
להם,,O,1001344
קידושין,,O,1001344
לא,,O,1001344
הוי,,O,1001344
שיור,,O,1001344
[SEP],10.0,O,1001344
,10.0,O,1001344
[CLS],10.0,O,1001345
והא,,O,1001345
בגיטין,,B-BOK,1001345
(,,O,1001345
פרק,,B-pCHP,1001345
ה',,B-CHP,1001345
עמוד,,B-pSCHP,1001345
א',,B-SCHP,1001345
),,O,1001345
במשי,,O,1001345
##יר,,O,1001345
חוץ,,O,1001345
מעבד,,O,1001345
וגוי,,O,1001345
שאין,,O,1001345
תופס,,O,1001345
##ין,,O,1001345
להם,,O,1001345
קידושין,,O,1001345
לא,,O,1001345
הוי,,O,1001345
שיור,,O,1001345
[SEP],10.0,O,1001345
,10.0,O,1001345
[CLS],10.0,O,1001346
והא,,O,1001346
בגיטין,,B-BOK,1001346
(,,O,1001346
פרק,,B-pCHP,1001346
ה',,B-CHP,1001346
עמוד,,B-pSCHP,1001346
א',,B-SCHP,1001346
),,O,1001346
במשי,,O,1001346
##יר,,O,1001346
חוץ,,O,1001346
מעבד,,O,1001346
וגוי,,O,1001346
שאין,,O,1001346
תופס,,O,1001346
##ין,,O,1001346
להם,,O,1001346
קידושין,,O,1001346
לא,,O,1001346
הוי,,O,1001346
שיור,,O,1001346
[SEP],10.0,O,1001346
,10.0,O,1001346
[CLS],10.0,O,1001347
והא,,O,1001347
בגיטין,,B-BOK,1001347
(,,O,1001347
פרק,,B-pCHP,1001347
ה',,B-CHP,1001347
עמוד,,B-pSCHP,1001347
א',,B-SCHP,1001347
),,O,1001347
במשי,,O,1001347
##יר,,O,1001347
חוץ,,O,1001347
מעבד,,O,1001347
וגוי,,O,1001347
שאין,,O,1001347
תופס,,O,1001347
##ין,,O,1001347
להם,,O,1001347
קידושין,,O,1001347
לא,,O,1001347
הוי,,O,1001347
שיור,,O,1001347
[SEP],10.0,O,1001347
,10.0,O,1001347
[CLS],10.0,O,1001348
והא,,O,1001348
בגיטין,,B-BOK,1001348
(,,O,1001348
פרק,,B-pCHP,1001348
ה',,B-CHP,1001348
עמוד,,B-pSCHP,1001348
א',,B-SCHP,1001348
),,O,1001348
במשי,,O,1001348
##יר,,O,1001348
חוץ,,O,1001348
מעבד,,O,1001348
וגוי,,O,1001348
שאין,,O,1001348
תופס,,O,1001348
##ין,,O,1001348
להם,,O,1001348
קידושין,,O,1001348
לא,,O,1001348
הוי,,O,1001348
שיור,,O,1001348
[SEP],10.0,O,1001348
,10.0,O,1001348
[CLS],10.0,O,1001349
והא,,O,1001349
בגיטין,,B-BOK,1001349
(,,O,1001349
פרק,,B-pCHP,1001349
ה',,B-CHP,1001349
עמוד,,B-pSCHP,1001349
א',,B-SCHP,1001349
),,O,1001349
במשי,,O,1001349
##יר,,O,1001349
חוץ,,O,1001349
מעבד,,O,1001349
וגוי,,O,1001349
שאין,,O,1001349
תופס,,O,1001349
##ין,,O,1001349
להם,,O,1001349
קידושין,,O,1001349
לא,,O,1001349
הוי,,O,1001349
שיור,,O,1001349
[SEP],10.0,O,1001349
,10.0,O,1001349
[CLS],10.0,O,1001350
והא,,O,1001350
בגיטין,,B-BOK,1001350
(,,O,1001350
פרק,,B-pCHP,1001350
ה',,B-CHP,1001350
עמוד,,B-pSCHP,1001350
א',,B-SCHP,1001350
),,O,1001350
במשי,,O,1001350
##יר,,O,1001350
חוץ,,O,1001350
מעבד,,O,1001350
וגוי,,O,1001350
שאין,,O,1001350
תופס,,O,1001350
##ין,,O,1001350
להם,,O,1001350
קידושין,,O,1001350
לא,,O,1001350
הוי,,O,1001350
שיור,,O,1001350
[SEP],10.0,O,1001350
,10.0,O,1001350
[CLS],10.0,O,1001351
והא,,O,1001351
בגיטין,,B-BOK,1001351
(,,O,1001351
פרק,,B-pCHP,1001351
ה',,B-CHP,1001351
עמוד,,B-pSCHP,1001351
א',,B-SCHP,1001351
),,O,1001351
במשי,,O,1001351
##יר,,O,1001351
חוץ,,O,1001351
מעבד,,O,1001351
וגוי,,O,1001351
שאין,,O,1001351
תופס,,O,1001351
##ין,,O,1001351
להם,,O,1001351
קידושין,,O,1001351
לא,,O,1001351
הוי,,O,1001351
שיור,,O,1001351
[SEP],10.0,O,1001351
,10.0,O,1001351
[CLS],10.0,O,1001352
והא,,O,1001352
בגיטין,,B-BOK,1001352
(,,O,1001352
פרק,,B-pCHP,1001352
ה',,B-CHP,1001352
עמוד,,B-pSCHP,1001352
א',,B-SCHP,1001352
),,O,1001352
במשי,,O,1001352
##יר,,O,1001352
חוץ,,O,1001352
מעבד,,O,1001352
וגוי,,O,1001352
שאין,,O,1001352
תופס,,O,1001352
##ין,,O,1001352
להם,,O,1001352
קידושין,,O,1001352
לא,,O,1001352
הוי,,O,1001352
שיור,,O,1001352
[SEP],10.0,O,1001352
,10.0,O,1001352
[CLS],10.0,O,1001353
והא,,O,1001353
בגיטין,,B-BOK,1001353
(,,O,1001353
פרק,,B-pCHP,1001353
ה',,B-CHP,1001353
עמוד,,B-pSCHP,1001353
א',,B-SCHP,1001353
),,O,1001353
במשי,,O,1001353
##יר,,O,1001353
חוץ,,O,1001353
מעבד,,O,1001353
וגוי,,O,1001353
שאין,,O,1001353
תופס,,O,1001353
##ין,,O,1001353
להם,,O,1001353
קידושין,,O,1001353
לא,,O,1001353
הוי,,O,1001353
שיור,,O,1001353
[SEP],10.0,O,1001353
,10.0,O,1001353
[CLS],10.0,O,1001354
והא,,O,1001354
בגיטין,,B-BOK,1001354
(,,O,1001354
פרק,,B-pCHP,1001354
ה',,B-CHP,1001354
עמוד,,B-pSCHP,1001354
א',,B-SCHP,1001354
),,O,1001354
במשי,,O,1001354
##יר,,O,1001354
חוץ,,O,1001354
מעבד,,O,1001354
וגוי,,O,1001354
שאין,,O,1001354
תופס,,O,1001354
##ין,,O,1001354
להם,,O,1001354
קידושין,,O,1001354
לא,,O,1001354
הוי,,O,1001354
שיור,,O,1001354
[SEP],10.0,O,1001354
,10.0,O,1001354
[CLS],10.0,O,1001355
והא,,O,1001355
בגיטין,,B-BOK,1001355
(,,O,1001355
פרק,,B-pCHP,1001355
ה',,B-CHP,1001355
עמוד,,B-pSCHP,1001355
א',,B-SCHP,1001355
),,O,1001355
במשי,,O,1001355
##יר,,O,1001355
חוץ,,O,1001355
מעבד,,O,1001355
וגוי,,O,1001355
שאין,,O,1001355
תופס,,O,1001355
##ין,,O,1001355
להם,,O,1001355
קידושין,,O,1001355
לא,,O,1001355
הוי,,O,1001355
שיור,,O,1001355
[SEP],10.0,O,1001355
,10.0,O,1001355
[CLS],10.0,O,1001356
ועיין,,O,1001356
פסחים,,B-BOK,1001356
(,,O,1001356
פרק,,B-pCHP,1001356
ו',,B-CHP,1001356
עמוד,,B-pSCHP,1001356
א',,B-SCHP,1001356
),,O,1001356
על,,O,1001356
הבתים,,O,1001356
אשר,,O,1001356
יאכלו,,O,1001356
אותו,,O,1001356
בהם,,O,1001356
לרבי,,O,1001356
יהודה,,O,1001356
אין,,O,1001356
האוכל,,O,1001356
אוכל,,O,1001356
בשני,,O,1001356
מקומות,,O,1001356
רק,,O,1001356
כל,,O,1001356
אחד,,O,1001356
אוכל,,O,1001356
בבית,,O,1001356
אחד,,O,1001356
וכולם,,O,1001356
אוכלים,,O,1001356
בבתים,,O,1001356
[SEP],10.0,O,1001356
,10.0,O,1001356
[CLS],10.0,O,1001357
ועיין,,O,1001357
פסחים,,B-BOK,1001357
(,,O,1001357
פרק,,B-pCHP,1001357
ו',,B-CHP,1001357
עמוד,,B-pSCHP,1001357
א',,B-SCHP,1001357
),,O,1001357
על,,O,1001357
הבתים,,O,1001357
אשר,,O,1001357
יאכלו,,O,1001357
אותו,,O,1001357
בהם,,O,1001357
לרבי,,O,1001357
יהודה,,O,1001357
אין,,O,1001357
האוכל,,O,1001357
אוכל,,O,1001357
בשני,,O,1001357
מקומות,,O,1001357
רק,,O,1001357
כל,,O,1001357
אחד,,O,1001357
אוכל,,O,1001357
בבית,,O,1001357
אחד,,O,1001357
וכולם,,O,1001357
אוכלים,,O,1001357
בבתים,,O,1001357
[SEP],10.0,O,1001357
,10.0,O,1001357
[CLS],10.0,O,1001358
ועיין,,O,1001358
פסחים,,B-BOK,1001358
(,,O,1001358
פרק,,B-pCHP,1001358
ו',,B-CHP,1001358
עמוד,,B-pSCHP,1001358
א',,B-SCHP,1001358
),,O,1001358
על,,O,1001358
הבתים,,O,1001358
אשר,,O,1001358
יאכלו,,O,1001358
אותו,,O,1001358
בהם,,O,1001358
לרבי,,O,1001358
יהודה,,O,1001358
אין,,O,1001358
האוכל,,O,1001358
אוכל,,O,1001358
בשני,,O,1001358
מקומות,,O,1001358
רק,,O,1001358
כל,,O,1001358
אחד,,O,1001358
אוכל,,O,1001358
בבית,,O,1001358
אחד,,O,1001358
וכולם,,O,1001358
אוכלים,,O,1001358
בבתים,,O,1001358
[SEP],10.0,O,1001358
,10.0,O,1001358
[CLS],10.0,O,1001359
ועיין,,O,1001359
פסחים,,B-BOK,1001359
(,,O,1001359
פרק,,B-pCHP,1001359
ו',,B-CHP,1001359
עמוד,,B-pSCHP,1001359
א',,B-SCHP,1001359
),,O,1001359
על,,O,1001359
הבתים,,O,1001359
אשר,,O,1001359
יאכלו,,O,1001359
אותו,,O,1001359
בהם,,O,1001359
לרבי,,O,1001359
יהודה,,O,1001359
אין,,O,1001359
האוכל,,O,1001359
אוכל,,O,1001359
בשני,,O,1001359
מקומות,,O,1001359
רק,,O,1001359
כל,,O,1001359
אחד,,O,1001359
אוכל,,O,1001359
בבית,,O,1001359
אחד,,O,1001359
וכולם,,O,1001359
אוכלים,,O,1001359
בבתים,,O,1001359
[SEP],10.0,O,1001359
,10.0,O,1001359
[CLS],10.0,O,1001360
ועיין,,O,1001360
פסחים,,B-BOK,1001360
(,,O,1001360
פרק,,B-pCHP,1001360
ו',,B-CHP,1001360
עמוד,,B-pSCHP,1001360
א',,B-SCHP,1001360
),,O,1001360
על,,O,1001360
הבתים,,O,1001360
אשר,,O,1001360
יאכלו,,O,1001360
אותו,,O,1001360
בהם,,O,1001360
לרבי,,O,1001360
יהודה,,O,1001360
אין,,O,1001360
האוכל,,O,1001360
אוכל,,O,1001360
בשני,,O,1001360
מקומות,,O,1001360
רק,,O,1001360
כל,,O,1001360
אחד,,O,1001360
אוכל,,O,1001360
בבית,,O,1001360
אחד,,O,1001360
וכולם,,O,1001360
אוכלים,,O,1001360
בבתים,,O,1001360
[SEP],10.0,O,1001360
,10.0,O,1001360
[CLS],10.0,O,1001361
ועיין,,O,1001361
פסחים,,B-BOK,1001361
(,,O,1001361
פרק,,B-pCHP,1001361
ו',,B-CHP,1001361
עמוד,,B-pSCHP,1001361
א',,B-SCHP,1001361
),,O,1001361
על,,O,1001361
הבתים,,O,1001361
אשר,,O,1001361
יאכלו,,O,1001361
אותו,,O,1001361
בהם,,O,1001361
לרבי,,O,1001361
יהודה,,O,1001361
אין,,O,1001361
האוכל,,O,1001361
אוכל,,O,1001361
בשני,,O,1001361
מקומות,,O,1001361
רק,,O,1001361
כל,,O,1001361
אחד,,O,1001361
אוכל,,O,1001361
בבית,,O,1001361
אחד,,O,1001361
וכולם,,O,1001361
אוכלים,,O,1001361
בבתים,,O,1001361
[SEP],10.0,O,1001361
,10.0,O,1001361
[CLS],10.0,O,1001362
ועיין,,O,1001362
פסחים,,B-BOK,1001362
(,,O,1001362
פרק,,B-pCHP,1001362
ו',,B-CHP,1001362
עמוד,,B-pSCHP,1001362
א',,B-SCHP,1001362
),,O,1001362
על,,O,1001362
הבתים,,O,1001362
אשר,,O,1001362
יאכלו,,O,1001362
אותו,,O,1001362
בהם,,O,1001362
לרבי,,O,1001362
יהודה,,O,1001362
אין,,O,1001362
האוכל,,O,1001362
אוכל,,O,1001362
בשני,,O,1001362
מקומות,,O,1001362
רק,,O,1001362
כל,,O,1001362
אחד,,O,1001362
אוכל,,O,1001362
בבית,,O,1001362
אחד,,O,1001362
וכולם,,O,1001362
אוכלים,,O,1001362
בבתים,,O,1001362
[SEP],10.0,O,1001362
,10.0,O,1001362
[CLS],10.0,O,1001363
ועיין,,O,1001363
פסחים,,B-BOK,1001363
(,,O,1001363
פרק,,B-pCHP,1001363
ו',,B-CHP,1001363
עמוד,,B-pSCHP,1001363
א',,B-SCHP,1001363
),,O,1001363
על,,O,1001363
הבתים,,O,1001363
אשר,,O,1001363
יאכלו,,O,1001363
אותו,,O,1001363
בהם,,O,1001363
לרבי,,O,1001363
יהודה,,O,1001363
אין,,O,1001363
האוכל,,O,1001363
אוכל,,O,1001363
בשני,,O,1001363
מקומות,,O,1001363
רק,,O,1001363
כל,,O,1001363
אחד,,O,1001363
אוכל,,O,1001363
בבית,,O,1001363
אחד,,O,1001363
וכולם,,O,1001363
אוכלים,,O,1001363
בבתים,,O,1001363
[SEP],10.0,O,1001363
,10.0,O,1001363
[CLS],10.0,O,1001364
ועיין,,O,1001364
פסחים,,B-BOK,1001364
(,,O,1001364
פרק,,B-pCHP,1001364
ו',,B-CHP,1001364
עמוד,,B-pSCHP,1001364
א',,B-SCHP,1001364
),,O,1001364
על,,O,1001364
הבתים,,O,1001364
אשר,,O,1001364
יאכלו,,O,1001364
אותו,,O,1001364
בהם,,O,1001364
לרבי,,O,1001364
יהודה,,O,1001364
אין,,O,1001364
האוכל,,O,1001364
אוכל,,O,1001364
בשני,,O,1001364
מקומות,,O,1001364
רק,,O,1001364
כל,,O,1001364
אחד,,O,1001364
אוכל,,O,1001364
בבית,,O,1001364
אחד,,O,1001364
וכולם,,O,1001364
אוכלים,,O,1001364
בבתים,,O,1001364
[SEP],10.0,O,1001364
,10.0,O,1001364
[CLS],10.0,O,1001365
ועיין,,O,1001365
פסחים,,B-BOK,1001365
